0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,23.499,23.396,23.448,23.435,23.461,23.422,23.461,23.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,23.448,23.461,23.358,23.396,23.384,23.435,23.384,23.332,23.358,23.345,23.486,23.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23.448,23.396,23.371,23.268,23.268,23.268,23.332,23.319,23.332,23.255,23.345,23.281,23.448,23.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23.358,23.358,23.332,23.332,23.216,23.229,23.242,23.294,23.255,23.242,23.191,23.191,23.255,23.396,23.525,23.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.345,23.332,23.268,23.332,23.242,23.178,23.165,23.152,23.216,23.204,23.204,23.191,23.191,23.204,23.268,23.396,23.512,23.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.242,23.229,23.191,23.204,23.178,23.178,23.126,23.152,23.165,23.165,23.139,23.178,23.178,23.216,23.306,23.371,23.371,23.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23.255,23.216,23.216,23.139,23.139,23.139,23.139,23.062,23.049,23.023,23.088,23.088,23.139,23.075,23.126,23.216,23.319,23.306,23.396,23.55,0,0,23.679,23.679,23.602,23.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.268,23.191,23.152,23.165,23.062,23.075,23.062,23.075,22.933,22.972,22.959,22.959,22.985,23.049,22.998,23.075,23.204,23.306,23.268,23.281,23.396,23.538,23.589,23.666,23.653,23.653,23.602,23.602,23.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,23.191,23.075,23.101,23.049,23.062,23.023,23.062,23.023,22.959,22.83,22.881,22.894,22.972,23.01,22.959,22.933,22.998,23.178,23.229,23.294,23.396,23.396,23.448,23.55,23.615,23.64,23.602,23.602,23.602,23.602,23.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.152,23.088,22.972,22.998,22.92,22.946,22.933,23.01,22.946,22.868,22.778,22.778,22.804,22.868,22.946,22.959,22.92,22.998,23.01,23.139,23.216,23.294,23.371,23.435,23.512,23.512,23.589,23.55,23.576,23.576,23.589,23.589,23.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.023,23.023,22.92,22.907,22.868,22.881,22.868,22.946,22.868,22.856,22.778,22.765,22.817,22.868,22.92,22.92,22.92,22.933,23.049,23.126,23.216,23.294,23.332,23.384,23.461,23.512,23.512,23.55,23.525,23.525,23.525,23.499,23.55,23.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23.113,22.933,22.92,22.881,22.881,22.856,22.83,22.804,22.817,22.817,22.791,22.791,22.804,22.83,22.868,22.907,22.92,22.985,23.023,23.101,23.191,23.255,23.396,23.435,23.473,23.473,23.448,23.422,23.409,23.473,23.473,23.499,23.448,23.512,23.499,23.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
